model,attempt,temperature,top_p,prompt,results,baseline,score
gpt-4o-mini-2024-07-18,24,1.9,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ABSV O.B ORIGINAL 10UN MEDIO+PORTA OB CJ-12-UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ABSV O.B ORIGINAL 10UN MEDIO+PORTA OB CJ-12-UN' é Absorventes e tampões higiênicos, cueiros e fraldas para bebês e artigos higiênicos semelhantes, de qualquer matéria.",
gpt-4o-mini-2024-07-18,24,1.9,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ABSV O.B ORIGINAL 10UN MEDIO+PORTA OB CJ-12-UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ABSV O.B ORIGINAL 10UN MEDIO+PORTA OB CJ-12-UN' é Absorventes e tampões higiênicos, cueiros e fraldas para bebês e artigos higiênicos semelhantes, de qualquer matéria.",
gpt-4o-mini-2024-07-18,25,0.1,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: SABAO PO SURF ROSA FLOR LIZ SACHET 500G FD/0027,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'SABAO PO SURF ROSA FLOR LIZ SACHET 500G FD/0027' é Agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluindo as preparações auxiliares para lavagem) e preparações para limpeza, mesmo que contenham sabão, exceto as da posição 34.01.   - Preparações acondicionadas para venda a retalho",
gpt-4o-mini-2024-07-18,25,0.1,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: SABAO PO SURF ROSA FLOR LIZ SACHET 500G FD/0027,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'SABAO PO SURF ROSA FLOR LIZ SACHET 500G FD/0027' é Agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluindo as preparações auxiliares para lavagem) e preparações para limpeza, mesmo que contenham sabão, exceto as da posição 34.01.   - Preparações acondicionadas para venda a retalho",
gpt-4o-mini-2024-07-18,25,0.1,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: SABAO PO SURF ROSA FLOR LIZ SACHET 500G FD/0027,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'SABAO PO SURF ROSA FLOR LIZ SACHET 500G FD/0027' é Agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluindo as preparações auxiliares para lavagem) e preparações para limpeza, mesmo que contenham sabão, exceto as da posição 34.01.   - Preparações acondicionadas para venda a retalho",
gpt-4o-mini-2024-07-18,25,1.0,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: SABAO PO SURF ROSA FLOR LIZ SACHET 500G FD/0027,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'SABAO PO SURF ROSA FLOR LIZ SACHET 500G FD/0027' é Agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluindo as preparações auxiliares para lavagem) e preparações para limpeza, mesmo que contenham sabão, exceto as da posição 34.01.   - Preparações acondicionadas para venda a retalho",
gpt-4o-mini-2024-07-18,25,1.0,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: SABAO PO SURF ROSA FLOR LIZ SACHET 500G FD/0027,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'SABAO PO SURF ROSA FLOR LIZ SACHET 500G FD/0027' é Agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluindo as preparações auxiliares para lavagem) e preparações para limpeza, mesmo que contenham sabão, exceto as da posição 34.01.   - Preparações acondicionadas para venda a retalho",
gpt-4o-mini-2024-07-18,25,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: SABAO PO SURF ROSA FLOR LIZ SACHET 500G FD/0027,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'SABAO PO SURF ROSA FLOR LIZ SACHET 500G FD/0027' é Agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluindo as preparações auxiliares para lavagem) e preparações para limpeza, mesmo que contenham sabão, exceto as da posição 34.01.   - Preparações acondicionadas para venda a retalho",
gpt-4o-mini-2024-07-18,25,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: SABAO PO SURF ROSA FLOR LIZ SACHET 500G FD/0027,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'SABAO PO SURF ROSA FLOR LIZ SACHET 500G FD/0027' é Agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluindo as preparações auxiliares para lavagem) e preparações para limpeza, mesmo que contenham sabão, exceto as da posição 34.01.   - Preparações acondicionadas para venda a retalho",
gpt-4o-mini-2024-07-18,25,1.9,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: SABAO PO SURF ROSA FLOR LIZ SACHET 500G FD/0027,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'SABAO PO SURF ROSA FLOR LIZ SACHET 500G FD/0027' é Agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluindo as preparações auxiliares para lavagem) e preparações para limpeza, mesmo que contenham sabão, exceto as da posição 34.01.   - Preparações acondicionadas para venda a retalho",
gpt-4o-mini-2024-07-18,25,1.9,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: SABAO PO SURF ROSA FLOR LIZ SACHET 500G FD/0027,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'SABAO PO SURF ROSA FLOR LIZ SACHET 500G FD/0027' é Agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluindo as preparações auxiliares para lavagem) e preparações para limpeza, mesmo que contenham sabão, exceto as da posição 34.01.   - Preparações acondicionadas para venda a retalho",
gpt-4o-mini-2024-07-18,26,0.1,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CP ATIVADOR CACHOS S. LINE NUTRIT 500 ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CP ATIVADOR CACHOS S. LINE NUTRIT 500 ML' é Preparações capilares.   - Preparações para ondulação ou alisamento, permanentes, dos cabelos",
gpt-4o-mini-2024-07-18,26,0.1,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CP ATIVADOR CACHOS S. LINE NUTRIT 500 ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CP ATIVADOR CACHOS S. LINE NUTRIT 500 ML' é Preparações capilares.   - Preparações para ondulação ou alisamento, permanentes, dos cabelos",
gpt-4o-mini-2024-07-18,26,0.1,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CP ATIVADOR CACHOS S. LINE NUTRIT 500 ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CP ATIVADOR CACHOS S. LINE NUTRIT 500 ML' é Preparações capilares.   - Preparações para ondulação ou alisamento, permanentes, dos cabelos",
gpt-4o-mini-2024-07-18,26,1.0,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CP ATIVADOR CACHOS S. LINE NUTRIT 500 ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CP ATIVADOR CACHOS S. LINE NUTRIT 500 ML' é Preparações capilares.   - Preparações para ondulação ou alisamento, permanentes, dos cabelos",
gpt-4o-mini-2024-07-18,26,1.0,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CP ATIVADOR CACHOS S. LINE NUTRIT 500 ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CP ATIVADOR CACHOS S. LINE NUTRIT 500 ML' é Preparações capilares.   - Preparações para ondulação ou alisamento, permanentes, dos cabelos",
gpt-4o-mini-2024-07-18,26,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CP ATIVADOR CACHOS S. LINE NUTRIT 500 ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CP ATIVADOR CACHOS S. LINE NUTRIT 500 ML' é Preparações capilares.   - Preparações para ondulação ou alisamento, permanentes, dos cabelos",
gpt-4o-mini-2024-07-18,26,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CP ATIVADOR CACHOS S. LINE NUTRIT 500 ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CP ATIVADOR CACHOS S. LINE NUTRIT 500 ML' é Preparações capilares.   - Preparações para ondulação ou alisamento, permanentes, dos cabelos",
gpt-4o-mini-2024-07-18,26,1.9,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CP ATIVADOR CACHOS S. LINE NUTRIT 500 ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CP ATIVADOR CACHOS S. LINE NUTRIT 500 ML' é Preparações capilares.   - Preparações para ondulação ou alisamento, permanentes, dos cabelos",
gpt-4o-mini-2024-07-18,26,1.9,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CP ATIVADOR CACHOS S. LINE NUTRIT 500 ML,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CP ATIVADOR CACHOS S. LINE NUTRIT 500 ML' é Preparações capilares.   - Preparações para ondulação ou alisamento, permanentes, dos cabelos",
gpt-4o-mini-2024-07-18,27,0.1,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CRD.COLGATE T.12HS CLEAN MINT 12X90GR DZ0012UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CRD.COLGATE T.12HS CLEAN MINT 12X90GR DZ0012UN' é Preparações para higiene bucal ou dentária, incluindo os pós e cremes para facilitar a aderência de dentaduras; fios utilizados para limpar os espaços interdentais (fios dentais), em embalagens individuais para venda a retalho.   - Dentifrícios (dentífricos)",
gpt-4o-mini-2024-07-18,27,0.1,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CRD.COLGATE T.12HS CLEAN MINT 12X90GR DZ0012UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CRD.COLGATE T.12HS CLEAN MINT 12X90GR DZ0012UN' é Preparações para higiene bucal ou dentária, incluindo os pós e cremes para facilitar a aderência de dentaduras; fios utilizados para limpar os espaços interdentais (fios dentais), em embalagens individuais para venda a retalho.   - Dentifrícios (dentífricos)",
gpt-4o-mini-2024-07-18,27,0.1,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CRD.COLGATE T.12HS CLEAN MINT 12X90GR DZ0012UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CRD.COLGATE T.12HS CLEAN MINT 12X90GR DZ0012UN' é Preparações para higiene bucal ou dentária, incluindo os pós e cremes para facilitar a aderência de dentaduras; fios utilizados para limpar os espaços interdentais (fios dentais), em embalagens individuais para venda a retalho.   - Dentifrícios (dentífricos)",
gpt-4o-mini-2024-07-18,27,1.0,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CRD.COLGATE T.12HS CLEAN MINT 12X90GR DZ0012UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CRD.COLGATE T.12HS CLEAN MINT 12X90GR DZ0012UN' é Preparações para higiene bucal ou dentária, incluindo os pós e cremes para facilitar a aderência de dentaduras; fios utilizados para limpar os espaços interdentais (fios dentais), em embalagens individuais para venda a retalho.   - Dentifrícios (dentífricos)",
gpt-4o-mini-2024-07-18,27,1.0,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CRD.COLGATE T.12HS CLEAN MINT 12X90GR DZ0012UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CRD.COLGATE T.12HS CLEAN MINT 12X90GR DZ0012UN' é Preparações para higiene bucal ou dentária, incluindo os pós e cremes para facilitar a aderência de dentaduras; fios utilizados para limpar os espaços interdentais (fios dentais), em embalagens individuais para venda a retalho.   - Dentifrícios (dentífricos)",
gpt-4o-mini-2024-07-18,27,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CRD.COLGATE T.12HS CLEAN MINT 12X90GR DZ0012UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CRD.COLGATE T.12HS CLEAN MINT 12X90GR DZ0012UN' é Preparações para higiene bucal ou dentária, incluindo os pós e cremes para facilitar a aderência de dentaduras; fios utilizados para limpar os espaços interdentais (fios dentais), em embalagens individuais para venda a retalho.   - Dentifrícios (dentífricos)",
gpt-4o-mini-2024-07-18,27,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CRD.COLGATE T.12HS CLEAN MINT 12X90GR DZ0012UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CRD.COLGATE T.12HS CLEAN MINT 12X90GR DZ0012UN' é Preparações para higiene bucal ou dentária, incluindo os pós e cremes para facilitar a aderência de dentaduras; fios utilizados para limpar os espaços interdentais (fios dentais), em embalagens individuais para venda a retalho.   - Dentifrícios (dentífricos)",
gpt-4o-mini-2024-07-18,27,1.9,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CRD.COLGATE T.12HS CLEAN MINT 12X90GR DZ0012UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CRD.COLGATE T.12HS CLEAN MINT 12X90GR DZ0012UN' é Preparações para higiene bucal ou dentária, incluindo os pós e cremes para facilitar a aderência de dentaduras; fios utilizados para limpar os espaços interdentais (fios dentais), em embalagens individuais para venda a retalho.   - Dentifrícios (dentífricos)",
gpt-4o-mini-2024-07-18,27,1.9,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CRD.COLGATE T.12HS CLEAN MINT 12X90GR DZ0012UN,,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CRD.COLGATE T.12HS CLEAN MINT 12X90GR DZ0012UN' é Preparações para higiene bucal ou dentária, incluindo os pós e cremes para facilitar a aderência de dentaduras; fios utilizados para limpar os espaços interdentais (fios dentais), em embalagens individuais para venda a retalho.   - Dentifrícios (dentífricos)",
gpt-4o-mini-2024-07-18,28,0.1,0.1,"Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: GUARD FS COQUETEL PEQUENO 23X21,5 50X1UN",,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'GUARD FS COQUETEL PEQUENO 23X21,5 50X1UN' é Papel higiênico e papéis semelhantes, pasta (ouate) de celulose ou mantas de fibras de celulose, dos tipos utilizados para fins domésticos ou sanitários, em rolos de largura não superior a 36 cm, ou cortados em formas próprias; lenços, incluindo os de des   - Toalhas de mesa e guardanapos",
gpt-4o-mini-2024-07-18,28,0.1,0.5,"Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: GUARD FS COQUETEL PEQUENO 23X21,5 50X1UN",,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'GUARD FS COQUETEL PEQUENO 23X21,5 50X1UN' é Papel higiênico e papéis semelhantes, pasta (ouate) de celulose ou mantas de fibras de celulose, dos tipos utilizados para fins domésticos ou sanitários, em rolos de largura não superior a 36 cm, ou cortados em formas próprias; lenços, incluindo os de des   - Toalhas de mesa e guardanapos",
gpt-4o-mini-2024-07-18,28,0.1,0.9,"Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: GUARD FS COQUETEL PEQUENO 23X21,5 50X1UN",,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'GUARD FS COQUETEL PEQUENO 23X21,5 50X1UN' é Papel higiênico e papéis semelhantes, pasta (ouate) de celulose ou mantas de fibras de celulose, dos tipos utilizados para fins domésticos ou sanitários, em rolos de largura não superior a 36 cm, ou cortados em formas próprias; lenços, incluindo os de des   - Toalhas de mesa e guardanapos",
